DATE,USAF,TEMP_F,TEMP_C,REF_TEMP_C,DIFF_C
1952-01-01,29740.0,28.347826086956523,-2.0289855072463765,-4.936650062232152,2.9076645549857756
1953-01-01,29740.0,22.1900826446281,-5.449954086317723,-4.936650062232152,-0.5133040240855706
1954-01-01,29740.0,19.864406779661017,-6.741996233521654,-4.936650062232152,-1.8053461712895018
1955-01-01,29740.0,22.583333333333332,-5.231481481481481,-4.936650062232152,-0.2948314192493289
1956-01-01,29740.0,18.25423728813559,-7.636534839924673,-4.936650062232152,-2.699884777692521
1957-01-01,29740.0,27.50413223140496,-2.497704315886132,-4.936650062232152,2.43894574634602
1958-01-01,29740.0,16.991935483870968,-8.337813620071683,-4.936650062232152,-3.4011635578395314
1959-01-01,29740.0,23.02542372881356,-4.985875706214689,-4.936650062232152,-0.04922564398253648
1960-01-01,29740.0,13.204651162790698,-10.441860465116282,-4.936650062232152,-5.5052104028841296
1961-01-01,29740.0,25.32888888888889,-3.706172839506173,-4.936650062232152,1.230477222725979
1962-01-01,29740.0,25.436681222707424,-3.646288209606986,-4.936650062232152,1.290361852625166
1963-01-01,29740.0,14.253112033195022,-9.859382203780545,-4.936650062232152,-4.9227321415483924
1973-01-01,29740.0,28.485530546623796,-1.9524830296534426,-4.936650062232152,2.9841670325787097
1974-01-01,29740.0,26.9625,-2.798611111111114,-4.936650062232152,2.1380389511210383
1975-01-01,29740.0,29.616323907455012,-1.3242644958583336,-4.936650062232152,3.6123855663738187
1976-01-01,29740.0,14.200606060606061,-9.888552188552186,-4.936650062232152,-4.951902126320034
1977-01-01,29740.0,20.35803200948429,-6.467759994730995,-4.936650062232152,-1.5311099324988433
1978-01-01,29740.0,21.70212765957447,-5.72104018912528,-4.936650062232152,-0.7843901268931281
1979-01-01,29740.0,16.51213735938425,-8.604368133675402,-4.936650062232152,-3.6677180714432502
1980-01-01,29740.0,16.124044679600235,-8.819975177999893,-4.936650062232152,-3.8833251157677413
1981-01-01,29740.0,24.644778841769266,-4.08623397679485,-4.936650062232152,0.8504160854373017
1982-01-01,29740.0,13.572966507177034,-10.237240829346117,-4.936650062232152,-5.300590767113965
1983-01-01,29740.0,29.285535378835316,-1.508035900647046,-4.936650062232152,3.428614161585106
1984-01-01,29740.0,24.209162145871005,-4.328243252293888,-4.936650062232152,0.6084068099382645
1985-01-01,29740.0,4.263931414574403,-15.408926991903103,-4.936650062232152,-10.47227692967095
1986-01-01,29740.0,18.14766355140187,-7.695742471443408,-4.936650062232152,-2.759092409211256
1987-01-01,29740.0,-0.6450577663671374,-18.136143203537312,-4.936650062232152,-13.19949314130516
1988-01-01,29740.0,27.40400250156348,-2.553331943575846,-4.936650062232152,2.383318118656306
1989-01-01,29740.0,31.55333749220212,-0.2481458376654905,-4.936650062232152,4.688504224566661
1990-01-01,29740.0,25.030890369473045,-3.8717275725149136,-4.936650062232152,1.0649224897172385
1991-01-01,29740.0,26.592345078979346,-3.004252733900367,-4.936650062232152,1.9323973283317852
1992-01-01,29740.0,29.10796460176991,-1.6066863323500509,-4.936650062232152,3.329963729882101
1993-01-01,29740.0,28.820965842167254,-1.7661300876848596,-4.936650062232152,3.1705199745472923
1994-01-01,29740.0,25.205336426914155,-3.774813096158808,-4.936650062232152,1.161836966073344
1995-01-01,29740.0,26.490885416666668,-3.0606192129629655,-4.936650062232152,1.8760308492691866
1996-01-01,29740.0,21.489003880983184,-5.839442288342687,-4.936650062232152,-0.9027922261105346
1997-01-01,29740.0,24.686507936507937,-4.06305114638448,-4.936650062232152,0.8735989158476718
1998-01-01,29740.0,29.116901408450705,-1.601721439749608,-4.936650062232152,3.3349286224825443
1999-01-01,29740.0,22.55420054200542,-5.247666365552545,-4.936650062232152,-0.3110163033203932
2000-01-01,29740.0,27.02828282828283,-2.762065095398424,-4.936650062232152,2.174584966833728
2001-01-01,29740.0,28.20731707317073,-2.1070460704607026,-4.936650062232152,2.8296039917714495
2002-01-01,29740.0,25.793877551020408,-3.447845804988667,-4.936650062232152,1.4888042572434852
2003-01-01,29740.0,14.50352526439483,-9.720263742002839,-4.936650062232152,-4.783613679770687
2004-01-01,29740.0,19.255306603773583,-7.080385220125791,-4.936650062232152,-2.143735157893639
2005-01-01,29740.0,30.060185185185187,-1.077674897119339,-4.936650062232152,3.8589751651128132
2006-01-01,29740.0,23.46565934065934,-4.741300366300356,-4.936650062232152,0.19534969593179596
2007-01-01,29740.0,27.71318181818182,-2.3815656565656473,-4.936650062232152,2.5550844056665047
2008-01-01,29740.0,31.533902110462506,-0.2589432719652743,-4.936650062232152,4.677706790266877
2009-01-01,29740.0,24.76774483378257,-4.017919536787478,-4.936650062232152,0.9187305254446745
2010-01-01,29740.0,9.560592459605028,-12.466337522441696,-4.936650062232152,-7.529687460209544
2011-01-01,29740.0,22.233947013920073,-5.425584992266619,-4.936650062232152,-0.48893493003446675
2012-01-01,29740.0,22.971748878923766,-5.0156950672645735,-4.936650062232152,-0.0790450050324214
2013-01-01,29740.0,21.399010346378766,-5.889438696456254,-4.936650062232152,-0.9527886342241016
2014-01-01,29740.0,18.527452745274527,-7.484748474847493,-4.936650062232152,-2.5480984126153405
2015-01-01,29740.0,28.541029207232267,-1.9216504404265107,-4.936650062232152,3.014999621805641
2016-01-01,29740.0,13.606822262118492,-10.218432076600848,-4.936650062232152,-5.281782014368696
2017-01-01,29740.0,26.852967625899282,-2.85946243005592,-4.936650062232152,2.077187632176232
2018-01-01,29740.0,28.07353608715388,-2.1813688404700655,-4.936650062232152,2.7552812217620866
2019-01-01,29740.0,20.69838337182448,-6.27867590454195,-4.936650062232152,-1.3420258423097975
1952-02-01,29740.0,24.910714285714285,-3.9384920634920633,-5.656795385248432,1.7183033217563688
1953-02-01,29740.0,16.243243243243242,-8.753753753753756,-5.656795385248432,-3.096958368505324
1954-02-01,29740.0,11.50925925925926,-11.383744855967079,-5.656795385248432,-5.726949470718647
1955-02-01,29740.0,16.76851851851852,-8.461934156378602,-5.656795385248432,-2.80513877113017
1956-02-01,29740.0,6.831775700934579,-13.98234683281412,-5.656795385248432,-8.325551447565687
1957-02-01,29740.0,26.685714285714287,-2.9523809523809517,-5.656795385248432,2.7044144328674804
1958-02-01,29740.0,14.928571428571429,-9.484126984126988,-5.656795385248432,-3.8273315988785557
1959-02-01,29740.0,27.855721393034827,-2.302377003869541,-5.656795385248432,3.354418381378891
1960-02-01,29740.0,15.745192307692308,-9.030448717948715,-5.656795385248432,-3.3736533327002833
1961-02-01,29740.0,31.35377358490566,-0.35901467505241036,-5.656795385248432,5.2977807101960215
1962-02-01,29740.0,22.730232558139534,-5.149870801033591,-5.656795385248432,0.5069245842148407
1963-02-01,29740.0,12.560185185185185,-10.79989711934156,-5.656795385248432,-5.143101734093128
1973-02-01,29740.0,24.54963503649635,-4.13909164639091,-5.656795385248432,1.5177037388575219
1974-02-01,29740.0,31.216748768472907,-0.43513957307060563,-5.656795385248432,5.2216558121778265
1975-02-01,29740.0,26.66850068775791,-2.9619440623567237,-5.656795385248432,2.6948513228917084
1976-02-01,29740.0,19.262148337595907,-7.076584256891163,-5.656795385248432,-1.419788871642731
1977-02-01,29740.0,16.0956749672346,-8.835736129314084,-5.656795385248432,-3.1789407440656516
1978-02-01,29740.0,11.530343007915567,-11.372031662269173,-5.656795385248432,-5.7152362770207406
1979-02-01,29740.0,14.538870431893688,-9.700627537836832,-5.656795385248432,-4.0438321525884
1980-02-01,29740.0,16.43301759133965,-8.64832356036687,-5.656795385248432,-2.9915281751184386
1981-02-01,29740.0,21.035007610350075,-6.091662438694386,-5.656795385248432,-0.434867053445954
1982-02-01,29740.0,21.58494337108594,-5.786142571618936,-5.656795385248432,-0.12934718637050402
1983-02-01,29740.0,17.490947075208915,-8.060584958217268,-5.656795385248432,-2.4037895729688357
1984-02-01,29740.0,21.947741935483872,-5.584587813620078,-5.656795385248432,0.07220757162835412
1985-02-01,29740.0,5.171896316507503,-14.904502046384685,-5.656795385248432,-9.247706661136252
1986-02-01,29740.0,11.110354223433243,-11.605358764759318,-5.656795385248432,-5.948563379510886
1987-02-01,29740.0,19.833098591549295,-6.759389671361543,-5.656795385248432,-1.1025942861131108
1988-02-01,29740.0,24.830299089726918,-3.983167172373928,-5.656795385248432,1.6736282128745041
1989-02-01,29740.0,32.79542395693136,0.4419021982951961,-5.656795385248432,6.098697583543628
1990-02-01,29740.0,34.22364864864865,1.2353603603603616,-5.656795385248432,6.892155745608793
1991-02-01,29740.0,20.735531628532975,-6.25803798414833,-5.656795385248432,-0.6012425988998977
1992-02-01,29740.0,28.348076923076924,-2.028846153846146,-5.656795385248432,3.627949231402286
1993-02-01,29740.0,27.21551724137931,-2.658045977011488,-5.656795385248432,2.998749408236944
1994-02-01,29740.0,8.652542372881356,-12.970809792843697,-5.656795385248432,-7.314014407595265
1995-02-01,29740.0,31.36796536796537,-0.3511303511303561,-5.656795385248432,5.305665034118076
1996-02-01,29740.0,13.795454545454545,-10.113636363636358,-5.656795385248432,-4.456840978387926
1997-02-01,29740.0,26.314574314574315,-3.1585698252364938,-5.656795385248432,2.4982255600119383
1998-02-01,29740.0,23.853820598006646,-4.525655223329641,-5.656795385248432,1.1311401619187906
1999-02-01,29740.0,20.023255813953487,-6.653746770025843,-5.656795385248432,-0.996951384777411
2000-02-01,29740.0,27.730728616684267,-2.37181743517541,-5.656795385248432,3.284977950073022
2001-02-01,29740.0,17.85234899328859,-7.859806114839695,-5.656795385248432,-2.203010729591263
2002-02-01,29740.0,30.56723163841808,-0.795982423101065,-5.656795385248432,4.860812962147367
2003-02-01,29740.0,21.584372948128692,-5.786459473261857,-5.656795385248432,-0.129664088013425
2004-02-01,29740.0,23.160300563556667,-4.910944131357426,-5.656795385248432,0.745851253891006
2005-02-01,29740.0,21.833014659018485,-5.648325189434177,-5.656795385248432,0.008470195814255455
2006-02-01,29740.0,15.601205424409844,-9.110441430883427,-5.656795385248432,-3.4536460456349944
2007-02-01,29740.0,14.695871097683787,-9.613404945731244,-5.656795385248432,-3.9566095604828115
2008-02-01,29740.0,32.44916911045943,0.24953839469968322,-5.656795385248432,5.906333779948115
2009-02-01,29740.0,23.02590931738914,-4.985605934783804,-5.656795385248432,0.6711894504646283
2010-02-01,29740.0,15.702797202797203,-9.054001554001589,-5.656795385248432,-3.397206168753157
2011-02-01,29740.0,10.727318045862413,-11.81815664118757,-5.656795385248432,-6.161361255939139
2012-02-01,29740.0,17.42054728756601,-8.099695951352222,-5.656795385248432,-2.4429005661037904
2013-02-01,29740.0,27.16902119071645,-2.683877116268627,-5.656795385248432,2.972918268979805
2014-02-01,29740.0,31.3768043802887,-0.34621978872850057,-5.656795385248432,5.310575596519931
2015-02-01,29740.0,32.1593625498008,0.08853474988932926,-5.656795385248432,5.7453301351377615
2016-02-01,29740.0,31.15781782756941,-0.4678789846836619,-5.656795385248432,5.1889164005647705
2017-02-01,29740.0,26.2354694485842,-3.2025169730087955,-5.656795385248432,2.4542784122396366
